joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.14648540395973828,0.13450156502514457,0.027843241575298813,0.1385025461281718,0.024539512366766835,0.06567577573504312,0.03297824921850184
0.14620760303012975,0.13211723611175996,0.026523266849094635,0.13788854863722122,0.025575847174936,0.06402785194145261,0.033836769536880286
0.14537427155361368,0.12496486143579781,0.02256368151184722,0.13604671377931762,0.028684585569273256,0.059084503587529036,0.03641211010734392
0.14398562344881252,0.11304627703271469,0.015965502000670345,0.1329775143588452,0.033864929527558624,0.05084699964522409,0.040703609832451124
0.1420420151857481,0.09636454243791623,0.00673042208750408,0.12868173824825394,0.04111554924037701,0.03931745470584437,0.046710167071695896
0.13954394569433484,0.07492393990136552,0.005139187555681421,0.12316048818581041,0.050434583452484166,0.02449882843722962,0.05443023992430229
0.13649205623630278,0.04872997328831709,0.019640279965444325,0.11641518149252175,0.061819639940596346,0.006394924823997346,0.06386184662503477
0.13288713024058407,0.01778936666645857,0.03676913266903553,0.10844754970830513,0.07526779612748098,0.014989608808951102,0.07500256605292316
0.12873009310220426,0.01788993742017711,0.056521348639968313,0.09925963814749642,0.09077559983219084,0.039649282989412435,0.08784953835277148
0.12402201194473082,0.058298779990085925,0.07889185742674781,0.08885380537381204,0.1083390701562489,0.06757776750704496,0.10239946566929108
0.11876409534633942,0.10342678797543003,0.10387491645447076,0.0772327225948988,0.12795369850555663,0.098767893038352,0.11864861299366976
0.11295769302956826,0.1532623768848346,0.13146411249896123,0.06439937297662703,0.14961444974776325,0.13321165298706822,0.13659280912235938
0.10660429551484048,0.20779275377716064,0.16165236333306404,0.05035705087730323,0.17331576350479894,0.17090020553947632,0.15622744772783614
0.09970553373784317,0.26700392054549005,0.19443191954467293,0.03510936100199871,0.19905155558024004,0.21182387593412622,0.17754748854105804
0.09226317863086142,0.3308806775104809,0.22979436652602753,0.018660217477211208,0.22681521952114014,0.25597215894537473,0.20054745864531684
0.08427914066817478,0.39940662732216914,0.2677306266337677,0.0010138428460972626,0.2565996283139257,0.3033337215801077,0.22522145388115178
0.07575546937563307,0.47256417916921656,0.3082309615191908,0.017825233015466985,0.2883971362139213,0.3538964059869521,0.2515631403619644
0.06669435280453698,0.550334553294523,0.3512849746281147,0.03785217406171815,0.3221995807080348,0.4076472325772325,0.27956575609994594
0.057098116969958965,0.632697785816045,0.3968816138697031,0.05906183931843262,0.3579982846100978,0.4645724033568688,0.3092221127418989
0.04696922525364838,0.7196327338515828,0.44500917445356986,0.08144878420262974,0.3957840582883253,0.5246573054683619,0.340524597414509
0.036310277771674254,0.8111170809462197,0.4956553018944325,0.10500726192021209,0.4355472020243204,0.5878865149419569,0.3734651746785913
0.025124010706967764,0.907127342801021,0.5488069951835453,0.12973122494118422,0.47727750850302075,0.654243800655021,0.4080353885918112
0.013413295606936243,1.0076388733015225,0.6044506101260952,0.15561432655207147,0.5209642654329459,0.72371212849862,0.4442263648793496
0.0011811386463285167,1.1126258708444599,0.6625718628437075,0.18264992248513962,0.5665962582960737,0.7962736657502242,0.4820288132119549
0.011569320144458994,1.2220613849611153,0.7231558334411582,0.21083107262399792,0.6141617732266403,0.8719097856514199,0.5214330295907978
0.02483480768543711,1.3359173232355814,0.7861869698363553,0.2401505427851473,0.6636486000181232,0.9506010721894528,0.5624288988385164
0.03861191868723321,1.454164458516167,0.8516490917526035,0.2706008065750163,0.7150440352576367,1.032327325081375,0.605005897195811
0.052897116525238874,1.5767724364180922,0.9195253948721281,0.30217404732200803,0.768334885586936,1.1170675649595168,0.6491530950229245
0.0676867341474717,1.7037097831155463,0.989798455149793,0.3348621600830632,0.8235074710891898,1.2048000387569517,0.6948591596053126
0.10456349597335099,1.8514118199540774,1.117078202486355,0.33342153866148283,0.8960752853149276,1.298970916413408,0.8599488880236197
0.09876391408111726,1.970441139150481,1.1374620793569485,0.40354915307465333,0.9394407163463531,1.389150841047343,0.7909005603613692
0.08920902177786275,2.0806070496212814,1.1508793575322775,0.4712453329278724,0.9792362053726684,1.4733070489252307,0.7192947778743304
0.07615037469778221,2.181267649288842,1.1572298858913863,0.5361665948206855,1.0150664183119726,1.5510651437022525,0.6454773257643895
0.05986577187401196,2.2718284627429752,1.156456184851992,0.597976650030379,1.0465571451107454,1.6220887208791155,0.5698030443995059
0.04065702717961514,2.351745967268631,1.1485437007891204,0.6563482866727711,1.0733581943348596,1.6860807848433832,0.4926338914294647
0.01884757447410665,2.420530837041044,1.1335207996517653,0.7109652404260715,1.095146147013002,1.7427849139628617,0.4143369735047361
0.005220076973475374,2.477750885737186,1.1114585002091988,0.7615240425858157,1.1116269503483371,1.7919861692532224,0.33528255915327176
0.031187019203746752,2.5230336895819603,1.0824699489624316,0.8077358341705362,1.1225383328873046,1.833511743797497,0.2558420844315753
0.05868073595358293,2.5560688747287643,1.046709640346296,0.8493281348199293,1.1276520238320238,1.8672313517565438,0.17638616295718798
0.0873179874642388,2.5766100548555047,1.0043723874136836,0.8860465553204774,1.1267757603980861,1.8930573574663236,0.09728261185015183
0.1167077698216379,2.5844764069267208,0.9556920497259328,0.9176564427579715,1.1197550684449504,1.9109446467592637,0.018894504961788412
0.146454328428024,2.579553875217599,0.9009400266626373,0.9439444475319138,1.1064748030333977,1.9208902442625833,0.05842173544857135
0.17616020482812175,2.5617959959032506,0.8404235258009773,0.964720001772628,1.0868604370845099,1.9229326820060102,0.13431819771285142
0.20542929587488137,2.53122433677317,0.7744836173901246,0.9798166990769147,1.0608790879178303,1.9171511262047904,0.20845727990289495
0.23386990412144576,2.4879285489225014,0.7034930872517987,0.9890935659206076,1.028540273122493,1.903664270561687,0.28051341901386956
0.26109775836792204,2.432066029584621,0.6278541016655365,0.9924362156143739,0.9898963889535238,1.8826290058445243,0.35017474053937875
0.28673898347369176,2.3638611975893675,0.547995698939092,0.9897578762400193,0.9450429062350747,1.8542388768349825,0.4171446193234176
0.31043299886726383,2.2836043852438874,0.46437112341353065,0.9810002846355056,0.8941182805815925,1.8187223390015628,0.48114314315553425
0.33183532564406093,2.1916503527242552,0.3774550186025431,0.9661344391844994,0.8373035756050611,1.776340828417202,0.5419084712060334
0.3506202827351371,2.088416433321786,0.28774049701043514,0.9451612049068564,0.7748217996495506,1.7273866595128913,0.5991980800736769
0.3664835533528624,1.9743803200944332,0.1957361049079574,0.9181117651358713,0.7069369584712273,1.6721807662264183,0.6527898909347285
0.3791446037684558,1.8500775066172708,0.10196270096513164,0.8850479149020015,0.6339528281505903,1.61107030296432,0.7024832720347434
0.38834893744542814,1.7160983965937535,0.00695026814174407,0.8460621920163113,0.5562114543718558,1.5444261225403326,0.7480999115484122
0.39387016863625923,1.5730850990684166,0.08876532138381046,0.8012778427550625,0.474091386020096,1.4726401488808516,0.7894845566430051
0.39551190073997555,1.4217279278598909,0.18464556821039035,0.7508486199843931,0.38800565281809063,1.3961226627937768,0.8265056154124168
0.3931093960080001,1.2627616255989804,0.2801526144666999,0.6949584125253425,0.29839949844029034,1.3152995194789878,0.8590556191961942
0.38653102456634747,1.096961334399289,0.3747524991475195,0.6338207055388853,0.20574788218954992,1.230609316714822,0.8870515436559168
0.37567948218496044,0.9251383366974067,0.4679183799811653,0.5676778727022402,0.11055276389252268,1.142500532784354,0.910434987844501
0.3604927677602139,0.7481355911667541,0.5591337020213657,0.49680030194552505,0.013340188151433093,1.051428653207893,0.9291722113670147
0.3409449130743488,0.5668230898254472,0.6478952935255582,0.421485357515736,0.08534281452647094,0.9578533052246564,0.9432540305890376
0.3170464590454178,0.38209306351658434,0.7337163701711965,0.342056182126918,0.1849314909243635,0.8622354187185909,0.9526955756951825
0.28884467437246075,0.1948550638327087,0.8161294292687903,0.25886034393509244,0.28484677267866154,0.7650344319131505,0.9575359112308357
0.2564235142020269,0.0060309502794296255,0.8946890163511408,0.17226833403792435,0.384498807215453,0.6667055596706936,0.9578375235694132
0.21990331818255682,0.18345018797806634,0.9689743473479049,0.0826719211361753,0.48329059016142434,0.5676971416279136,0.9536856795304789
0.17944024902113626,0.37265714607093425,1.038591770487886,0.009517629099234481,0.5806216765619789,0.46844808668409166,0.9451876611261665
0.1352254744012647,0.5606617231793731,1.1031770531023204,0.10387146154004229,0.6758919476135431,0.3693854295392969,0.9324718821299394
0.0874840968491024,0.7465438181665743,1.162397479624291,0.19994515674984775,0.768505409138328,0.2709220140610484,0.9156868928384987
0.03647383783779447,0.9293964713495207,1.2159537482851095,0.2972808637443473,0.857873997701596,0.17345431724705151,0.8950002800305552
0.017516515916280978,1.1083308230132705,1.2635816552903494,0.39540952960763015,0.943421370096335,0.07736042645571965,0.8705974697114736
0.07416889439610735,1.2824809598040006,1.3050535566080685,0.4938532145370818,1.0245866518997828,0.017001818596917496,0.842680440767057
0.13313794334038145,1.4510086208389836,1.3401795989109917,0.5921274802786236,1.1008281209410895,0.10929650881734937,0.8114663581298407
0.1940532278025133,1.6131077362443802,1.368808712674162,0.6897438393690597,1.1716268018091587,0.199211164737435,0.7771861344845079
0.25652162619482755,1.7680087718687711,1.3908293619304959,0.7862122521270385,1.2364899479730362,0.28645804393901836,0.7400829299030287
