joint_0,joint_1,joint_2,joint_3,joint_4,joint_5
4.628664074524099,4.917073835560956,4.7178954232482795,1.412588699878493,0.0013064398541919875,0.24494803564196033
4.830864074524098,5.327473835560955,4.910695423248279,1.468388699878493,0.08500643985419187,0.24494803564196033
4.561264074524099,5.122273835560955,4.938195423248279,1.524188699878493,0.029206439854192023,0.38394803564196034
4.763464074524099,5.122273835560955,5.1309954232482795,1.579988699878493,0.05710643985419206,0.3561480356419603
4.763464074524099,5.327473835560955,4.800495423248279,1.384688699878493,0.11029356014580793,0.2727480356419603
4.6960640745241,5.053873835560955,5.323695423248279,1.579988699878493,0.1381935601458082,0.38394803564196034
4.6960640745241,4.917073835560956,5.103395423248279,1.440488699878493,0.02659356014580805,0.2727480356419603
4.6960640745241,5.053873835560955,5.241095423248279,1.496288699878493,0.02659356014580805,0.3005480356419603
4.493864074524098,5.190673835560955,5.048395423248279,1.579988699878493,0.11029356014580793,0.3005480356419603
4.426364074524099,5.259073835560955,4.965795423248279,1.384688699878493,0.029206439854192023,0.2727480356419603
4.493864074524098,5.327473835560955,5.1309954232482795,1.5520886998784929,0.029206439854192023,0.3005480356419603
4.763464074524099,5.122273835560955,5.241095423248279,1.328888699878493,0.0013064398541919875,0.3561480356419603
4.898364074524099,5.327473835560955,4.993295423248279,1.440488699878493,0.02659356014580805,0.38394803564196034
4.763464074524099,4.9854738355609545,5.075895423248279,1.384688699878493,0.02659356014580805,0.38394803564196034
4.898364074524099,5.122273835560955,5.103395423248279,1.496288699878493,0.08239356014580812,0.3561480356419603
4.763464074524099,5.259073835560955,4.745495423248279,1.440488699878493,0.14080643985419194,0.4952480356419603
5.167964074524099,5.327473835560955,4.938195423248279,1.468388699878493,0.054493560145808084,0.38394803564196034
5.033164074524099,5.053873835560955,4.883195423248279,1.412588699878493,0.0013064398541919875,0.2727480356419603
5.370264074524099,4.9854738355609545,5.075895423248279,1.496288699878493,0.0013064398541919875,0.2727480356419603
4.898364074524099,5.395773835560955,5.213595423248279,1.384688699878493,0.029206439854192023,0.24494803564196033
5.033164074524099,5.190673835560955,4.993295423248279,1.524188699878493,0.02659356014580805,0.4396480356419603
5.235364074524099,5.532573835560955,5.075895423248279,1.496288699878493,0.029206439854192023,0.2727480356419603
4.358964074524098,4.917073835560956,5.268695423248279,1.496288699878493,0.08239356014580812,0.3005480356419603
4.358964074524098,5.053873835560955,4.883195423248279,1.496288699878493,0.0013064398541919875,0.38394803564196034
4.6960640745241,5.190673835560955,4.772995423248279,1.524188699878493,0.02659356014580805,0.4396480356419603
4.628664074524099,5.122273835560955,5.1309954232482795,1.496288699878493,0.166093560145808,0.3561480356419603
4.898364074524099,5.259073835560955,4.883195423248279,1.468388699878493,0.11029356014580793,0.18924803564196033
4.493864074524098,5.190673835560955,4.938195423248279,1.524188699878493,0.0013064398541919875,0.4118480356419603
4.426364074524099,5.327473835560955,4.772995423248279,1.607888699878493,0.0013064398541919875,0.4396480356419603
4.830864074524098,5.122273835560955,4.828095423248279,1.524188699878493,0.05710643985419206,0.3005480356419603
4.898364074524099,5.327473835560955,4.910695423248279,1.328888699878493,0.029206439854192023,0.38394803564196034
4.830864074524098,4.917073835560956,4.938195423248279,1.524188699878493,0.02659356014580805,0.38394803564196034
4.493864074524098,5.464173835560955,4.828095423248279,1.412588699878493,0.029206439854192023,0.3005480356419603
4.898364074524099,5.259073835560955,5.048395423248279,1.440488699878493,0.02659356014580805,0.5230480356419603
4.763464074524099,5.122273835560955,4.855595423248279,1.468388699878493,0.054493560145808084,0.3561480356419603
4.830864074524098,5.259073835560955,4.938195423248279,1.524188699878493,0.08239356014580812,0.18924803564196033
4.763464074524099,5.532573835560955,4.855595423248279,1.663788699878493,0.02659356014580805,0.2727480356419603
4.561264074524099,5.327473835560955,5.323695423248279,1.524188699878493,0.11290643985419191,0.3561480356419603
