# residual-projection v2
# upstream_doi=10.5281/zenodo.14257989
# upstream_url=https://zenodo.org/records/14257989
# upstream_archive=lo2_sample.zip
# upstream_archive_size_bytes=1070011492
# fault_case=LO2 light-oauth2 first-CSV first-16-rows slice (Go-runtime metrics)
# extraction_recipe=see crates/dsfb-debug/data/README.md
# extracted_at=2026-05-06T18:34:33.187585Z
# license=as-distributed-by-LO2-PROMISE-2025
# num_windows=16
# num_signals=6
# healthy_window_end=6
# fault_labels=
# channels=go_gc_duration_seconds_sum,go_goroutines,go_memstats_heap_alloc_bytes,go_memstats_alloc_bytes_total,go_memstats_heap_inuse_bytes,go_memstats_stack_inuse_bytes
# notes=API-semantic / OAuth2 fault dataset; per Session-3
#       panel directive, the bank deliberately has no LO2-
#       specific motifs. The engine should emit
#       SemanticDisposition::Unknown on this fixture --
#       validating the endoductive branch (§5.6 of paper).
0.000133	7.000000	2383720.000000	10437680.000000	4333568.000000	393216.000000
0.000177	7.000000	2397488.000000	12285712.000000	4087808.000000	524288.000000
0.000208	7.000000	2810600.000000	14291880.000000	4562944.000000	491520.000000
0.000236	7.000000	2717696.000000	16353384.000000	4521984.000000	491520.000000
0.000278	7.000000	2674040.000000	18360832.000000	4546560.000000	458752.000000
0.000338	7.000000	2498344.000000	20492968.000000	4415488.000000	458752.000000
0.000370	7.000000	2514736.000000	22415672.000000	4210688.000000	524288.000000
0.000401	7.000000	2753320.000000	24372920.000000	4235264.000000	491520.000000
0.000463	7.000000	2438744.000000	27529056.000000	4055040.000000	458752.000000
0.000499	7.000000	2940616.000000	29287936.000000	4333568.000000	491520.000000
0.000554	7.000000	2413560.000000	32419032.000000	3981312.000000	425984.000000
0.000595	7.000000	2598112.000000	34337152.000000	4415488.000000	458752.000000
0.000641	7.000000	2627216.000000	36369592.000000	4431872.000000	425984.000000
0.000670	7.000000	2429208.000000	38326264.000000	4087808.000000	458752.000000
0.000710	7.000000	2822696.000000	40294256.000000	4268032.000000	425984.000000
0.000739	7.000000	2925608.000000	42287936.000000	4440064.000000	491520.000000
