# residual-projection v2
# upstream_doi=Widyasari et al., ESEC/FSE 2020 (BugsInPy)
# upstream_url=https://github.com/soarsmu/BugsInPy
# upstream_archive=bugsinpy (full clone)
# fault_case=BugsInPy six-project first-30-bug catalog projection
# extraction_recipe=see crates/dsfb-debug/data/README.md
# extracted_at=2026-05-06T18:46:04.611375Z
# license=MIT (BugsInPy LICENSE)
# num_windows=30
# num_signals=6
# healthy_window_end=12
# fault_labels=
# projects=ansible,pandas,keras,fastapi,scrapy,tornado
# channels=ansible_buggy_sha_prefix_int,pandas_buggy_sha_prefix_int,keras_buggy_sha_prefix_int,fastapi_buggy_sha_prefix_int,scrapy_buggy_sha_prefix_int,tornado_buggy_sha_prefix_int
# notes=Per-project buggy-commit SHA-1 prefix (first 7 hex)
#       decoded to 28-bit int. Window=bug.id 1..30; signal=
#       project. The residual reflects the project-specific
#       commit-hash distribution; DSFB structural episodes
#       mark windows where multiple projects fixed bugs in
#       statistically-correlated commit-tree regions.
39605128.000000	66917644.000000	53597616.000000	124130683.000000	207049007.000000	111517887.000000
233151255.000000	41160628.000000	49631317.000000	34647839.000000	251839441.000000	46827553.000000
117578207.000000	73395762.000000	202184457.000000	141150008.000000	199420176.000000	155254151.000000
227632526.000000	214593803.000000	185335122.000000	130865183.000000	210713863.000000	176431356.000000
45053681.000000	83109935.000000	193231686.000000	130984011.000000	69655054.000000	47449405.000000
151558163.000000	35262673.000000	143325136.000000	98277794.000000	145370703.000000	263671368.000000
215041720.000000	41891421.000000	40591887.000000	214221118.000000	236776179.000000	262357137.000000
135493811.000000	232516774.000000	141901986.000000	266038595.000000	254776144.000000	55329780.000000
153578962.000000	206928565.000000	13449991.000000	175805116.000000	178022725.000000	211626559.000000
238456696.000000	233359992.000000	150216257.000000	192390203.000000	114066368.000000	248351080.000000
228621208.000000	29920874.000000	57384524.000000	200419757.000000	37862656.000000	127857409.000000
6172184.000000	163391852.000000	115341089.000000	224523748.000000	55475629.000000	82746281.000000
68449006.000000	9411538.000000	46125554.000000	116914470.000000	262637641.000000	226335814.000000
169521299.000000	242951124.000000	159671736.000000	48084996.000000	192238553.000000	136241936.000000
186550892.000000	255842995.000000	95822900.000000	186042964.000000	192488932.000000	266317629.000000
44668494.000000	253073204.000000	85240994.000000	153911899.000000	121263473.000000	189075442.000000
164317059.000000	31850275.000000	210844525.000000	153911899.000000	247396055.000000	189075442.000000
196158828.000000	234916362.000000	155192297.000000	153911899.000000	68519993.000000	189075442.000000
196158828.000000	25020080.000000	261230648.000000	153911899.000000	238193307.000000	189075442.000000
196158828.000000	245407056.000000	124626416.000000	153911899.000000	238193307.000000	189075442.000000
196158828.000000	67574843.000000	209417000.000000	153911899.000000	70931372.000000	189075442.000000
196158828.000000	59467418.000000	88311535.000000	153911899.000000	171290311.000000	189075442.000000
196158828.000000	179958729.000000	64805319.000000	153911899.000000	211682413.000000	189075442.000000
196158828.000000	152947770.000000	226002007.000000	153911899.000000	160171533.000000	189075442.000000
196158828.000000	248265518.000000	189205081.000000	153911899.000000	92243897.000000	189075442.000000
196158828.000000	20824383.000000	141825863.000000	153911899.000000	254057264.000000	189075442.000000
196158828.000000	107318665.000000	77552531.000000	153911899.000000	42003122.000000	189075442.000000
196158828.000000	68147002.000000	102177590.000000	153911899.000000	237974003.000000	189075442.000000
196158828.000000	115561341.000000	171187201.000000	153911899.000000	96757354.000000	189075442.000000
196158828.000000	101543720.000000	201912161.000000	153911899.000000	81009856.000000	189075442.000000
