==PROF== Connected to process 2389358 (/home/one/dsfb-gpu/target/release/deps/s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a)
==PROF== Disconnected from process 2389358
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","11,226,666,666.67",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2,534,141,156.46",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","85,377",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","90.67",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","90.67",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","33,600",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","25.17",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","38.67",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","81,969.79",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","11.54",
"0","2389358","s_perf_12_d64_compact_densor_stage_profile-242cff6e16ef8b5a","127.0.0.1","drift_slew_sign_kernel_cellpar(const ResidualCell *, const int *, int, int, SignCell *)","1","13","(32, 1, 1)","(128, 256, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of this device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
