# residual-projection v2
# upstream_doi=Zhang et al. ICSE 2022
# upstream_url=https://github.com/FudanSELab/DeepTraLog
# upstream_archive=data/upstream/deeptralog/F01.zip
# upstream_archive_sha256=932b664d108818d1d65e486bb45f15cb805bcff39e3bf553acac9f5d3f76451e
# upstream_inner_file=F01-02/ERROR_F012_SpanData2021-08-14_01-52-43.csv
# license=no-upstream-license
# attribution=Zhang et al. ICSE 2022.
# fixture_origin=F01-02 ERROR fault-period spans (82,800 spans, 538s) projected to 108-window x 16-signal residual matrix
# num_windows=108
# num_signals=16
# healthy_window_end=12
# window_ms=5000
# channels=travel_p50_ms,travel_span_count,station_p50_ms,station_span_count,basic_p50_ms,basic_span_count,train_p50_ms,train_span_count,ticketinfo_p50_ms,ticketinfo_span_count,preserve_p50_ms,preserve_span_count,seat_p50_ms,seat_span_count,order_p50_ms,order_span_count
# top_services=ts-travel-service,ts-station-service,ts-basic-service,ts-train-service,ts-ticketinfo-service,ts-preserve-service,ts-seat-service,ts-order-service
# projection_law=Per (window, service) bin: p50 = median of (EndTime - StartTime) milliseconds; span_count = number of spans. Residual = (value - baseline_mean) / sample_stddev over the first healthy_window_end windows. Bessel correction (n-1). NaN cell = service had zero spans in that window.
# decimal_places=6
# notes=DSFB interprets structural residual evidence; no ground-truth fault label is asserted. The F01-02 file is named ERROR but DSFB does not depend on that label.
1.901703	-2.654228	-0.809174	-2.700223	-0.188942	-2.744427	-0.470387	-2.705564	-0.539158	-2.762198	2.988757	-2.656168	2.178540	-2.516571	0.545545	-2.726636
0.668166	-0.903448	1.132843	-0.860770	0.223295	-0.778270	-0.470387	-0.921675	-0.442592	-0.609836	0.253284	-1.142597	-0.198049	-1.078530	-0.109109	-0.953651
0.668166	-0.196402	1.132843	-0.436281	0.635531	-0.450578	-0.470387	-0.029731	1.295588	-0.466345	-0.354598	0.192906	-0.198049	-0.018922	-0.109109	0.174612
1.284935	-0.196402	1.132843	-0.011791	1.047768	-0.122885	0.335991	-0.029731	0.851386	-0.322854	0.177299	0.460007	0.594147	-0.094608	1.854852	-0.147749
0.051397	0.678989	-0.809174	0.695691	-0.601178	0.696347	-0.470387	0.683824	-0.597097	0.681581	0.139306	0.727107	-0.198049	0.662255	0.545545	0.658154
0.051397	0.678989	1.132843	0.695691	-0.188942	0.696347	-0.470387	0.683824	-0.268774	0.681581	-0.430584	0.281940	1.650409	0.662255	0.545545	0.658154
-0.565371	0.678989	-0.809174	0.695691	-0.601178	0.696347	-0.470387	0.683824	-0.481218	0.681581	-0.278613	0.460007	-0.066016	0.662255	-0.109109	0.416383
0.051397	-0.432084	1.132843	-0.224036	2.490595	-0.040962	2.755127	-0.386509	2.473687	-0.035873	-0.354598	-0.430329	-0.462115	-0.700099	1.200198	-0.389519
-0.565371	0.476976	-0.809174	0.483446	-0.188942	0.286731	1.142370	0.505435	-0.461905	0.251109	-0.544562	0.549040	-0.594147	0.662255	-1.418416	0.496973
-1.182140	0.881002	-0.809174	0.695691	-1.013414	0.696347	-0.470387	0.862213	-0.635723	0.681581	-0.126642	0.816141	-0.726180	0.965001	-0.763763	0.819334
-1.182140	0.476976	-0.809174	0.695691	-1.013414	0.696347	-0.470387	0.505435	-0.597097	0.681581	-0.886496	0.638074	-0.990246	0.359510	-1.418416	0.496973
-1.182140	0.510644	-0.809174	0.271201	-0.601178	0.368654	-0.470387	0.148657	-0.597097	0.538091	-0.582554	0.103872	-0.990246	0.435196	-0.763763	0.496973
-1.182140	0.173956	-0.809174	0.412698	-1.013414	0.368654	-0.470387	0.505435	-0.597097	0.107618	0.025328	0.460007	-0.726180	0.132451	-1.418416	0.416383
-1.182140	0.409638	-0.809174	0.271201	-1.013414	0.245770	-0.470387	0.327046	-0.712976	0.538091	-0.430584	0.549040	-0.990246	0.359510	0.545545	0.174612
-1.182140	0.443307	-0.809174	0.271201	-0.188942	0.327693	1.142370	0.208120	-0.403966	0.251109	-0.354598	-0.074195	-1.254311	0.586569	-0.109109	0.496973
-1.182140	0.409638	-0.809174	0.554194	-1.013414	0.532501	-0.470387	0.624361	-0.674349	0.538091	-0.354598	1.083242	-1.254311	0.359510	-1.418416	0.496973
-1.182140	0.544313	-0.809174	0.695691	-0.601178	0.696347	-0.470387	0.505435	-0.500531	0.538091	-2.596166	0.370973	-0.990246	0.510883	0.545545	0.496973
-1.798908	0.813664	-1.780182	0.695691	-1.013414	0.696347	-0.470387	0.862213	-0.693663	0.825072	-0.772518	0.727107	-1.122278	0.813628	-0.763763	0.819334
-1.798908	1.015677	-0.809174	0.837187	-1.013414	0.860194	-0.470387	1.040601	-0.674349	0.825072	-0.278613	0.549040	-1.254311	1.040687	-0.109109	0.819334
-1.798908	0.510644	-1.780182	0.695691	-1.013414	0.696347	-0.470387	0.327046	-0.674349	0.681581	-0.202628	0.816141	-1.254311	0.435196	-0.763763	0.496973
-2.107293	-0.061726	-2.751190	-0.011791	-1.219533	-0.122885	-0.470387	0.327046	-0.712976	-0.322854	0.063321	0.370973	-1.254311	0.132451	-1.418416	0.094022
-1.798908	0.678989	-1.780182	0.695691	-1.013414	0.696347	-0.470387	0.683824	-0.712976	0.681581	-0.582554	0.905175	-1.254311	0.662255	-0.109109	0.738744
-1.798908	0.678989	-2.751190	0.695691	-1.219533	0.696347	-0.470387	0.683824	-0.712976	0.681581	-0.924488	0.905175	-1.254311	0.662255	-1.418416	0.658154
-1.798908	0.678989	-2.751190	0.695691	-1.425651	0.696347	-0.470387	0.683824	-0.712976	0.681581	-0.240620	0.370973	-1.254311	0.662255	-0.109109	0.658154
-1.798908	0.476976	-2.751190	0.695691	-1.219533	0.696347	-0.470387	0.505435	-0.712976	0.681581	-0.354598	0.549040	-1.386344	0.359510	-0.109109	0.255202
-1.798908	0.678989	-0.809174	0.341950	-1.013414	0.368654	-0.470387	0.505435	-0.674349	0.538091	-0.430584	0.549040	-1.122278	0.662255	0.545545	0.658154
-2.415677	0.881002	-2.751190	1.049432	-1.425651	1.024040	-0.470387	1.040601	-0.558471	0.825072	-0.582554	0.994208	-1.386344	0.965001	-0.109109	0.819334
-2.415677	0.645320	-2.751190	0.412698	-1.425651	0.532501	-0.470387	0.327046	-0.712976	0.825072	-0.240620	0.549040	-1.122278	0.359510	-0.109109	0.658154
-1.798908	0.510644	-2.751190	0.554194	-1.013414	0.532501	-0.470387	0.683824	-0.712976	0.394600	-0.316606	0.549040	-0.990246	0.662255	-0.109109	0.496973
-2.415677	0.544313	-2.751190	0.907935	-1.425651	0.901155	-0.470387	0.327046	-0.712976	0.968563	-0.354598	0.905175	-1.518377	0.283824	-1.418416	0.658154
-2.415677	0.948340	-2.751190	0.907935	-1.425651	0.983078	-0.470387	0.683824	-0.674349	0.825072	-0.734525	0.727107	-1.518377	0.889314	-1.418416	0.980514
-1.798908	0.914671	-2.751190	0.837187	-1.425651	0.860194	-0.470387	1.040601	-0.751602	0.968563	-0.430584	0.727107	-1.518377	0.965001	-0.109109	0.658154
-1.798908	-0.600428	-2.751190	-0.577777	-1.425651	-0.778270	-0.470387	-0.029731	-0.674349	-1.040308	-0.430584	0.549040	-1.518377	-0.245981	-0.109109	0.013432
