# residual-projection v2
# upstream_doi=Su et al., IPCCC 2018 (AIOps Challenge 2018 KPI corpus)
# upstream_url=https://github.com/NetManAIOps/Bagel
# upstream_archive=aiops_bagel/sample_data.csv
# upstream_total_rows=17569
# fault_case=AIOps Challenge 2018 KPI canonical sample (5-min cadence)
# extraction_recipe=see crates/dsfb-debug/data/README.md
# extracted_at=2026-05-06T18:36:28.880608Z
# license=no-upstream-license
# attribution=Li, Zeyan; Chen, Wenxiao; Pei, Dan. IPCCC 2018.
# num_windows=32
# num_signals=4
# healthy_window_end=12
# fault_labels=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# channels=kpi_subsegment_0,kpi_subsegment_1,kpi_subsegment_2,kpi_subsegment_3
# notes=The single KPI series is reshaped into N_SIGNALS=4
#       contiguous sub-segments to give multivariate
#       detectors something to correlate over. Reshaping is
#       deterministic; bytes are real upstream.
0.139754	0.039127	0.023535	0.112722
0.139734	0.038029	0.024527	0.106788
0.145696	0.033632	0.023944	0.112936
0.146193	0.034322	0.024264	0.115679
0.141641	0.034147	0.026171	0.119171
0.136349	0.032824	0.027474	0.122692
0.130007	0.030305	0.027280	0.127556
0.127721	0.030889	0.028914	0.133314
0.118694	0.029761	0.048523	0.135210
0.111360	0.028194	0.037970	0.136358
0.102869	0.028263	0.042522	0.137156
0.101944	0.027377	0.045819	0.147739
0.106857	0.027407	0.046413	0.156698
0.116729	0.027552	0.048504	0.144286
0.111779	0.026142	0.050829	0.154597
0.088132	0.025150	0.055877	0.157699
0.076489	0.031025	0.058767	0.158808
0.074738	0.025334	0.062433	0.166454
0.071012	0.023924	0.062491	0.169839
0.067199	0.033223	0.068280	0.170919
0.062375	0.024333	0.079027	0.174576
0.059117	0.021960	0.073804	0.173671
0.058747	0.022260	0.073930	0.176152
0.053893	0.022747	0.077237	0.176911
0.062413	0.021677	0.080545	0.175374
0.051393	0.022630	0.082159	0.178087
0.048660	0.021969	0.084932	0.181550
0.047814	0.022027	0.091633	0.185432
0.044604	0.037445	0.092013	0.183515
0.044360	0.023555	0.101574	0.186180
0.040722	0.023671	0.101380	0.179877
0.038768	0.023613	0.103102	0.185451
