# residual-projection v2
# upstream_doi=Just et al., ISSTA 2014 (Defects4J)
# upstream_url=https://github.com/rjust/defects4j
# upstream_archive=defects4j (sparse-checkout of framework/projects)
# fault_case=Defects4J six-project first-30-bug catalog projection
# extraction_recipe=see crates/dsfb-debug/data/README.md
# extracted_at=2026-05-06T18:45:01.597348Z
# license=MIT
# attribution=Just, R.; Jalali, D.; Ernst, M. D. Defects4J. github.com/rjust/defects4j.
# num_windows=30
# num_signals=6
# healthy_window_end=12
# fault_labels=
# projects=Lang,Math,Closure,Mockito,JacksonDatabind,Jsoup
# channels=Lang_jira_report_id,Math_jira_report_id,Closure_jira_report_id,Mockito_jira_report_id,JacksonDatabind_jira_report_id,Jsoup_jira_report_id
# notes=Per-project JIRA report-id sequence: window=bug.id
#       1..30; signal=Apache JIRA report numerical id. The
#       residual reflects bug-arrival ordering in each
#       project. DSFB structural episodes mark windows where
#       multiple projects had near-simultaneous JIRA spikes.
747.000000	996.000000	253.000000	188.000000	223.000000	23.000000
693.000000	1021.000000	884.000000	197.000000	467.000000	22.000000
882.000000	1005.000000	864.000000	188.000000	479.000000	21.000000
865.000000	988.000000	873.000000	187.000000	506.000000	31.000000
857.000000	934.000000	851.000000	152.000000	515.000000	32.000000
822.000000	949.000000	635.000000	134.000000	570.000000	34.000000
818.000000	950.000000	841.000000	128.000000	592.000000	43.000000
832.000000	942.000000	820.000000	114.000000	667.000000	45.000000
831.000000	938.000000	824.000000	122.000000	682.000000	46.000000
807.000000	935.000000	821.000000	99.000000	705.000000	49.000000
805.000000	929.000000	810.000000	87.000000	609.000000	36.000000
788.000000	927.000000	794.000000	188.000000	735.000000	52.000000
786.000000	924.000000	787.000000	138.000000	742.000000	97.000000
775.000000	924.000000	779.000000	138.000000	744.000000	82.000000
746.000000	904.000000	773.000000	211.000000	731.000000	104.000000
720.000000	905.000000	772.000000	151.000000	771.000000	109.000000
719.000000	778.000000	688.000000	152.000000	793.000000	107.000000
710.000000	867.000000	768.000000	210.000000	734.000000	110.000000
703.000000	865.000000	769.000000	205.000000	810.000000	127.000000
677.000000	864.000000	759.000000	92.000000	815.000000	134.000000
662.000000	789.000000	753.000000	92.000000	677.000000	179.000000
636.000000	859.000000	753.000000	484.000000	848.000000	184.000000
664.000000	855.000000	747.000000	399.000000	849.000000	145.000000
658.000000	855.000000	737.000000	467.000000	889.000000	115.000000
645.000000	844.000000	729.000000	230.000000	890.000000	167.000000
638.000000	836.000000	732.000000	352.000000	899.000000	154.000000
617.000000	835.000000	727.000000	282.000000	928.000000	215.000000
624.000000	828.000000	728.000000	236.000000	941.000000	224.000000
607.000000	803.000000	724.000000	229.000000	942.000000	168.000000
607.000000	790.000000	698.000000	225.000000	965.000000	246.000000
