# residual-projection v2
# upstream_doi=Saxena, Goebel, Simon, Eklund (PHM08); NASA PCoE Prognostics Data Repository
# upstream_url=https://www.nasa.gov/intelligent-systems-division/discovery-and-systems-health/pcoe/pcoe-data-set-repository/
# upstream_archive=data/CMAPSSData.zip
# upstream_archive_sha256=74bef434a34db25c7bf72e668ea4cd52afe5f2cf8e44367c55a82bfd91a5a34f
# upstream_inner_file=train_FD003.txt
# fixture_origin=train_FD003.txt unit 1 (run-to-failure, 259 cycles)
# license=Public Domain (NASA Open Data)
# num_windows=259
# num_signals=15
# healthy_window_end=30
# channels=sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
# sensor_columns_kept=2,3,4,6,7,8,9,11,12,13,14,15,17,20,21
# sensor_columns_dropped=1,5,10,16,18,19
# projection_law=z_residual = (value - baseline_mean) / baseline_sample_stddev; baseline computed over the first healthy_window_end cycles; sample stddev uses Bessel correction (n-1)
# baseline_stddev_drop_threshold=1e-06
# decimal_places=6
# notes=Per-engine z-score residual projection of NASA C-MAPSS FD003 unit 1 against its own first 30 healthy cycles. DSFB interprets the structural residual evidence; the audit does NOT claim a fault diagnosis or a remaining-useful-life prediction.
0.346879	-0.625066	-0.348775	0.439697	-1.323472	-1.356972	-1.329975	0.579806	0.105256	0.011469	-1.429953	0.870585	-0.530266	1.301934	-1.225931
0.759597	-0.173286	-0.335770	0.439697	0.217921	0.046792	-1.403433	-0.158129	0.463346	0.699607	0.784073	1.614904	0.693425	-0.131388	0.508174
-0.183758	-0.897372	1.932176	0.439697	-0.100988	1.099616	0.188167	-0.263548	-0.806243	-0.332600	-0.003920	-0.765021	-0.530266	-1.803596	-0.985992
1.997750	0.111398	-1.537366	0.439697	1.971920	0.046792	-0.877923	-0.052710	0.691220	2.419952	-1.065359	-0.874061	0.693425	-0.489718	-2.291115
-1.657749	1.045903	-0.138105	0.439697	0.722860	1.450557	1.301345	-1.001484	0.984202	0.699607	-0.700765	-0.916729	0.693425	1.660264	0.675404
-0.006879	-0.358949	0.475696	0.439697	0.749436	0.046792	1.082853	-1.844839	0.463346	0.355538	-1.547564	0.424941	1.917115	-0.967492	0.126453
0.995436	0.111398	0.756589	0.439697	0.297648	1.450557	1.020696	1.423161	0.593560	0.355538	-0.921286	-1.044733	-0.530266	-1.923040	-0.226185
0.228960	0.949977	-0.286354	-2.198484	1.015193	2.152439	-1.071928	0.685226	-0.578368	-1.364807	2.104256	0.605095	-0.530266	0.585273	0.688128
-1.775669	0.792163	2.166253	0.439697	-0.898260	1.450557	-0.382549	0.685226	-1.457314	0.011469	-0.877182	0.135747	0.693425	-0.131388	0.875353
0.523758	0.662199	1.058288	0.439697	0.829163	-0.304149	0.152379	1.106903	-1.034118	-0.676669	0.787013	-0.357305	-0.530266	-0.728605	1.035313
