# residual-projection v2
# upstream_doi=Saxena, Goebel, Simon, Eklund (PHM08); NASA PCoE Prognostics Data Repository
# upstream_url=https://www.nasa.gov/intelligent-systems-division/discovery-and-systems-health/pcoe/pcoe-data-set-repository/
# upstream_archive=data/CMAPSSData.zip
# upstream_archive_sha256=74bef434a34db25c7bf72e668ea4cd52afe5f2cf8e44367c55a82bfd91a5a34f
# upstream_inner_file=train_FD001.txt
# fixture_origin=train_FD001.txt unit 50 (run-to-failure, 198 cycles)
# license=Public Domain (NASA Open Data)
# num_windows=198
# num_signals=14
# healthy_window_end=30
# channels=sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
# sensor_columns_kept=2,3,4,7,8,9,11,12,13,14,15,17,20,21
# sensor_columns_dropped=1,5,6,10,16,18,19
# projection_law=z_residual = (value - baseline_mean) / baseline_sample_stddev; baseline computed over the first healthy_window_end cycles; sample stddev uses Bessel correction (n-1)
# baseline_stddev_drop_threshold=1e-06
# decimal_places=6
# notes=Per-engine z-score residual projection of NASA C-MAPSS FD001 unit 50 against its own first 30 healthy cycles. DSFB interprets the structural residual evidence; the audit does NOT claim a fault diagnosis or a remaining-useful-life prediction.
-1.328332	-0.680850	-0.437574	-0.544689	-0.292590	-1.282450	-0.958484	0.181236	0.951631	-0.839116	1.168654	1.575551	0.642341	0.764207
0.574722	1.195842	0.577064	1.311650	-1.389802	-0.113768	-0.958484	1.129561	-0.649244	-1.742920	0.236377	1.575551	-0.045881	1.815241
0.308295	-0.617449	0.379621	0.676587	-0.658327	1.880147	0.457995	1.540503	-0.115619	-0.116073	-1.447735	-0.479516	0.779985	-0.400541
0.536661	0.437557	0.390590	1.409352	-0.292590	0.499194	1.166234	1.066340	0.951631	-0.784547	0.687479	0.548018	-0.045881	0.665114
-0.224560	1.145120	-0.166090	0.676587	-0.292590	-0.619402	-0.675188	0.592177	-1.182869	0.149952	0.741611	1.575551	0.917630	-0.221849
-0.034255	0.039394	0.108137	-0.862221	-1.755539	-1.690296	1.449530	-1.114810	-1.983307	-0.081968	-0.593650	-1.507049	-0.596459	-0.795288
-0.376805	-0.105162	0.083456	-0.178306	0.438885	-0.092302	-1.100132	-1.019977	-0.115619	1.408456	-1.201133	0.548018	1.743496	0.850304
-0.338744	0.110404	-0.253842	0.407906	-0.658327	-0.209170	0.033051	1.256005	1.752069	1.514184	1.836284	-0.479516	-0.458815	0.478299
0.270234	-0.883736	-1.098461	-0.764519	-0.658327	-0.986702	-0.108597	0.845064	0.951631	0.057866	-0.413209	0.548018	0.504696	0.021822
-0.529049	0.161125	-1.666110	1.458203	1.170360	-0.457217	-1.666723	-1.525751	-0.382431	-0.249086	-0.016240	-0.479516	-1.422326	-1.238770
-1.594759	-1.705423	-1.537223	-1.472859	1.170360	0.108043	0.316347	-1.083199	1.218444	0.903690	-1.159030	-0.479516	-1.422326	-0.601976
1.107577	-0.936993	-0.508873	1.067395	0.438885	-0.590781	-0.533540	1.003118	1.218444	-0.146769	2.143033	0.548018	-1.009393	-0.113009
0.498600	-2.235462	-0.931182	-2.059071	0.438885	0.546896	0.316347	-0.134873	0.684819	-0.460542	-1.014678	0.548018	-0.871748	-0.608474
-1.975370	0.876297	1.218755	-0.862221	-0.292590	0.153360	0.741290	-0.482592	0.151194	0.091972	-0.599664	-1.507049	0.504696	0.116042
-1.061904	0.924482	-0.689863	-0.642391	-1.389802	-0.452447	-1.808371	1.414059	-0.916056	-0.354814	0.741611	-1.507049	0.642341	-0.026912
-2.508225	-0.262399	0.944528	-0.324859	1.901834	0.222527	0.741290	-0.514203	-0.916056	-1.613318	0.645376	-0.479516	-0.321170	-0.969107
1.374005	-0.026544	-0.009781	1.018544	0.804622	1.081150	0.457995	-0.450982	0.418006	0.149952	0.482979	1.575551	-1.147037	-1.503559
0.003806	-0.647881	-0.086564	-0.593540	-0.292590	-1.473255	-1.100132	1.698557	-0.382431	0.815015	0.049922	0.548018	-0.183526	1.516338
0.765028	-0.011328	0.549642	0.334630	1.170360	-0.543079	1.591177	0.339290	0.418006	-0.017167	0.037893	-0.479516	1.468207	0.268742
-0.186499	-0.406955	-0.637760	1.287225	0.438885	1.341122	1.166234	-0.735479	0.951631	-0.361635	1.054375	-0.479516	-1.284681	1.800621
0.346356	-0.031616	2.784589	1.091821	-0.658327	-0.209170	-0.391892	-1.430918	-0.382431	-1.033519	0.110069	-0.479516	1.192919	0.067307
-0.300683	-0.249718	1.416198	0.139225	-1.024065	0.081808	0.457995	-1.399307	-1.182869	0.051045	0.278480	0.548018	-2.110548	0.778827
1.374005	2.073322	-0.470482	-1.106476	0.804622	-1.580583	1.449530	-0.071651	-0.382431	-0.191106	-1.796587	-1.507049	1.055274	1.027371
0.993394	-1.215961	-0.412894	0.798714	0.438885	-0.543079	-0.816836	0.086403	1.218444	0.791141	-1.910866	-0.479516	0.642341	0.268742
-0.262621	1.008173	-0.717286	-1.790390	-0.658327	0.081808	0.457995	0.212846	-0.382431	-1.678119	0.013834	1.575551	0.917630	-0.766048
1.031455	-1.487321	-1.191698	0.432332	0.073147	2.564661	0.741290	0.212846	-0.115619	0.589917	-0.304945	0.548018	-1.422326	0.275240
-0.034255	0.371619	0.217827	-0.007328	-0.658327	1.355433	-0.250245	-0.767090	0.684819	1.838189	1.391197	-0.479516	0.367052	-0.472018
-0.719354	0.333578	1.369579	-1.326306	2.633309	1.126467	1.166234	-1.019977	-1.449682	-1.507590	-0.485385	-0.479516	-0.045881	-0.044781
1.716555	1.492562	-0.777615	-0.056179	0.073147	-0.380895	-0.533540	-1.083199	-1.983307	2.162194	-0.437268	-1.507049	-0.045881	0.072181
0.574722	1.335326	1.553311	0.481183	-1.024065	0.181981	-1.808371	1.256005	0.951631	0.654718	-0.238783	0.548018	1.055274	-3.024066
-0.034255	-0.183781	1.701394	-0.007328	0.073147	-0.197245	-2.799906	-1.336086	-0.115619	-0.197927	-0.401180	0.548018	-0.045881	-0.606849
0.612783	1.074110	-0.659698	-1.497284	-0.658327	-0.583626	0.882938	1.097951	0.418006	1.602859	-1.748469	0.548018	1.192919	-0.202355
-1.252209	-0.774685	0.865002	-1.863667	0.804622	-0.149544	1.874473	-0.419371	0.418006	1.074219	1.084448	-1.507049	-1.284681	0.112793
1.335944	-0.599696	1.846734	0.163651	0.804622	1.124081	-0.533540	1.192783	0.684819	0.821836	1.427285	0.548018	0.917630	0.419818
-1.328332	1.426624	-0.464997	-1.961369	-1.389802	-1.086874	-1.100132	-2.157968	0.951631	0.218163	-2.801040	0.548018	-0.183526	-0.337187
-0.338744	0.303145	0.308322	0.359055	0.804622	0.179595	0.599643	1.477281	-0.115619	-0.375277	0.982198	1.575551	0.504696	1.436739
0.726967	1.675159	-0.201739	1.507054	-1.755539	0.189136	1.307882	-0.735479	0.418006	2.724939	-0.082401	0.548018	-1.559970	-0.748178
