# residual-projection v2
# upstream_doi=Basili, Briand, Melo 1996 (CK metric suite); PROMISE corpus
# upstream_url=https://github.com/ssea-lab/PROMISE
# upstream_archive=data/upstream/promise/2.csv
# upstream_archive_sha256=bd6c4b7994d3e79f4a5170677e00a45505b3f7dd5a69118eb6abe5c262e77ea3
# license=no-upstream-license
# attribution=Sayyad Shirabad, Menzies. PROMISE Repository. github.com/ssea-lab/PROMISE.
# fixture_origin=PROMISE 2.csv (Ant 1.4, 178 Java classes) projected to 178-window x 6-signal CK-metric z-score residual matrix
# num_windows=178
# num_signals=6
# healthy_window_end=20
# channels=wmc,rfc,cbo,lcom,loc,amc
# projection_law=Per signal: z = (value - baseline_mean) / sample_stddev where baseline = first healthy_window_end classes, Bessel correction. Class ordering is upstream-CSV row order (deterministic).
# decimal_places=6
# notes=CK metrics correlate with defect density in the literature (Basili-Briand-Melo 1996) but DSFB does NOT assert that any high-residual class is buggy. Structural outliers only.
0.317237	0.189790	-0.269600	-0.186536	0.164518	-0.165808
-0.720992	0.268869	-0.147055	-0.601062	-0.193058	1.341133
0.201878	-0.640540	-0.269600	-0.023239	-0.734343	-1.177558
-0.374916	-0.047447	-0.392145	-0.550816	-0.229144	0.133912
2.278336	1.138738	-0.514691	2.451353	1.352063	-0.342029
0.432595	0.031632	-0.882327	-0.086045	0.335104	-0.085624
0.086519	-0.601001	-0.882327	-0.048361	-0.616244	-0.990927
-1.067069	-1.075475	-0.514691	-0.588501	-0.990223	-0.728389
-0.605634	-0.798698	-0.514691	-0.538255	-0.786831	-0.791760
0.432595	0.743343	0.955855	-0.136291	1.296294	0.982633
-0.490275	-0.561461	-0.269600	-0.601062	-0.616244	-0.514996
1.701542	2.838938	0.588218	2.325739	2.693792	0.742380
-0.951710	-0.561461	-0.637236	-0.601062	-0.609683	1.055058
0.894031	0.387487	2.426400	0.215428	0.371190	-0.349591
-0.605634	-0.086987	-0.269600	-0.601062	0.518813	2.802292
-1.067069	-1.075475	-0.024509	-0.588501	-0.996784	-0.782707
1.701542	1.731831	2.794036	1.923775	1.260209	-0.128800
-0.951710	-1.035936	-0.882327	-0.601062	-0.993503	-1.063351
-0.951710	-0.561461	-0.147055	-0.563378	-0.678574	0.692936
-0.259557	-0.284685	-0.147055	-0.601062	-0.547353	-0.628805
-0.836351	-0.166066	-0.637236	-0.575939	-0.393169	1.267804
-1.067069	-1.194094	-1.127418	-0.601062	-0.970540	-0.674071
-0.951710	-0.838238	-1.004873	-0.601062	-0.770428	0.131649
0.317237	0.189790	0.098036	0.240550	0.102188	-0.227886
0.894031	1.771371	1.691127	1.245461	0.738607	-0.040835
-0.374916	0.110711	-1.004873	-0.475448	-0.229144	0.147492
1.355466	0.624725	1.813673	1.672548	3.786203	1.865894
-0.720992	-0.917317	-0.637236	-0.601062	-0.872124	-0.885911
0.317237	-0.126526	-0.392145	0.215428	0.226847	-0.103730
-1.067069	-0.996396	-0.514691	-0.588501	-0.977101	-0.619752
-1.182428	-1.352252	-1.127418	-0.601062	-1.085357	-1.407366
-0.720992	-0.838238	-1.004873	-0.601062	-0.649049	-0.201503
-0.836351	-1.233633	-0.759782	-0.601062	-1.019747	-1.312309
1.124748	1.652752	2.058764	1.383636	1.063378	0.043705
0.317237	0.189790	1.200945	-0.601062	-0.527670	-0.957301
-0.836351	-1.233633	-1.004873	-0.525694	-1.045991	-1.407366
-0.605634	-0.324224	-0.392145	-0.588501	-0.530951	-0.085624
