# residual-projection v2
# upstream_doi=Saxena, Goebel, Simon, Eklund (PHM08); NASA PCoE Prognostics Data Repository
# upstream_url=https://www.nasa.gov/intelligent-systems-division/discovery-and-systems-health/pcoe/pcoe-data-set-repository/
# upstream_archive=data/CMAPSSData.zip
# upstream_archive_sha256=74bef434a34db25c7bf72e668ea4cd52afe5f2cf8e44367c55a82bfd91a5a34f
# upstream_inner_file=train_FD004.txt
# fixture_origin=train_FD004.txt unit 1 (run-to-failure, 321 cycles)
# license=Public Domain (NASA Open Data)
# num_windows=321
# num_signals=21
# healthy_window_end=30
# channels=sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
# sensor_columns_kept=1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
# sensor_columns_dropped=(none)
# projection_law=z_residual = (value - baseline_mean) / baseline_sample_stddev; baseline computed over the first healthy_window_end cycles; sample stddev uses Bessel correction (n-1)
# baseline_stddev_drop_threshold=1e-06
# decimal_places=6
# notes=Per-engine z-score residual projection of NASA C-MAPSS FD004 unit 1 against its own first 30 healthy cycles. DSFB interprets the structural residual evidence; the audit does NOT claim a fault diagnosis or a remaining-useful-life prediction.
-1.191133	-0.798626	-0.582169	-0.618022	-1.238179	-1.151510	-1.015996	-0.033522	-0.536774	-0.506292	-0.150964	-1.009127	0.492629	0.451061	-0.127706	-0.491596	-0.520852	-0.033562	0.491596	-1.065115	-1.068592
0.617474	0.677061	0.643896	0.440587	0.352930	0.378464	0.374314	0.645502	0.619774	-0.005564	0.505614	0.375337	0.490853	0.130835	-0.305779	-0.491596	0.555576	0.645764	0.491596	0.386067	0.386245
-1.191133	-0.817729	-0.585002	-0.583009	-1.238179	-1.153444	-1.010142	-0.033158	-0.550085	-0.506292	-0.159719	-1.010338	0.492493	0.359456	-0.043554	-0.491596	-0.555576	-0.033562	0.491596	-1.079891	-1.059061
-1.191133	-0.824271	-0.602180	-0.574681	-1.238179	-1.151510	-1.011570	-0.033401	-0.533812	-0.422837	-0.153883	-1.008975	0.492834	0.464673	-0.123449	-0.491596	-0.590299	-0.033562	0.491596	-1.073558	-1.059710
-0.504340	-1.154004	-1.388093	-1.292261	-0.319782	-0.513215	-0.748558	-1.835182	-1.446361	-1.173929	-1.671309	-0.749137	-1.966622	-1.881232	1.754581	-0.491596	-1.388940	-1.834988	-1.966384	-0.705222	-0.663396
-1.017281	-0.665424	-0.495911	-0.583349	-0.778980	-0.712440	-0.612910	0.032741	-0.454319	-0.422837	-0.223918	-0.614409	0.491809	0.219762	-0.126329	-0.491596	-0.520852	0.033158	0.491596	-0.612346	-0.622971
1.693476	1.612874	1.611187	1.769605	1.894317	1.920042	1.947463	1.035788	1.588356	1.913894	1.381052	1.949738	0.491946	1.043423	-1.301710	1.966384	1.597281	1.033950	0.491596	1.922737	1.931375
-1.191133	-0.815112	-0.575499	-0.636378	-1.238179	-1.153444	-1.017638	-0.033158	-0.548389	-0.506292	-0.177228	-1.010111	0.492493	0.464004	-0.084628	-0.491596	-0.555576	-0.033562	0.491596	-1.072503	-1.084091
-1.191133	-0.802028	-0.587469	-0.713710	-1.238179	-1.151510	-1.011284	-0.033279	-0.546865	-0.422837	-0.223918	-1.010111	0.492698	0.409778	-0.121570	-0.491596	-0.590299	-0.033562	0.491596	-1.064060	-1.079387
-0.504340	-1.147462	-1.418430	-1.226146	-0.319782	-0.511281	-0.749414	-1.835121	-1.415052	-1.090474	-1.741344	-0.749364	-1.966281	-1.840953	1.851632	-0.491596	-1.388940	-1.834988	-1.966384	-0.672504	-0.674542
0.617474	0.698258	0.647642	0.402940	0.352930	0.378464	0.382311	0.645744	0.608332	-0.005564	0.482269	0.378139	0.491536	0.174685	-0.336585	-0.491596	0.625023	0.645764	0.491596	0.413508	0.388931
-1.017281	-0.671705	-0.376028	-0.534740	-0.778980	-0.710506	-0.613981	0.032801	-0.461622	-0.422837	-0.221000	-0.615848	0.491741	0.244420	-0.164523	-0.491596	-0.451405	0.033158	0.491596	-0.636620	-0.628325
-0.504340	-1.148247	-1.364244	-1.230395	-0.319782	-0.511281	-0.750628	-1.834817	-1.431612	-1.090474	-1.688818	-0.752469	-1.966212	-1.888485	1.757336	-0.491596	-1.388940	-1.834988	-1.966384	-0.665116	-0.675543
0.617474	0.709772	0.577375	0.482313	0.352930	0.378464	0.385809	0.645866	0.621931	-0.005564	0.499778	0.380714	0.491673	0.188967	-0.260823	-0.491596	0.659746	0.645764	0.491596	0.378679	0.395952
-0.504340	-1.153481	-1.353462	-1.258694	-0.319782	-0.511281	-0.748486	-1.835121	-1.417611	-1.090474	-1.685899	-0.754287	-1.966417	-1.904328	1.834976	-0.491596	-1.423663	-1.834988	-1.966384	-0.679892	-0.684512
0.617474	0.679154	0.609265	0.516475	0.352930	0.378464	0.380883	0.645684	0.629492	-0.005564	0.476433	0.378139	0.491741	0.184615	-0.301772	-0.491596	0.555576	0.645764	0.491596	0.404009	0.390668
0.533681	0.617656	0.707949	0.915291	0.695135	0.736296	0.807386	0.615316	0.765019	1.580075	0.797427	0.806785	0.491809	0.984399	-0.982256	1.966384	0.798640	0.615437	0.491596	0.816673	0.832498
-1.191133	-0.805430	-0.570656	-0.610118	-1.238179	-1.151510	-1.015568	-0.033036	-0.543386	-0.422837	-0.148046	-1.006097	0.492561	0.497923	-0.110801	-0.491596	-0.555576	-0.033562	0.491596	-1.065115	-1.067451
0.617474	0.692239	0.595650	0.442626	0.352930	0.378464	0.380668	0.645562	0.609654	-0.005564	0.517287	0.376776	0.491331	0.200236	-0.242790	-0.491596	0.625023	0.645764	0.491596	0.361793	0.376802
0.617474	0.687267	0.640972	0.420531	0.352930	0.378464	0.384524	0.645562	0.619861	-0.005564	0.517287	0.381017	0.491194	0.215634	-0.306781	-0.491596	0.625023	0.645764	0.491596	0.386067	0.377504
1.693476	1.608425	1.551428	1.804022	1.894317	1.920042	1.936968	1.032023	1.539683	1.913894	1.439415	1.940120	0.487846	0.979378	-1.297452	1.966384	1.562557	1.033950	0.491596	1.918516	1.897094
0.617474	0.705323	0.599305	0.415857	0.352930	0.378464	0.374957	0.645684	0.587661	-0.005564	0.493942	0.382305	0.491194	0.170445	-0.304151	-0.491596	0.625023	0.645764	0.491596	0.394510	0.404202
1.693476	1.614706	1.562119	1.747765	1.894317	1.920042	1.948820	1.035849	1.566449	1.913894	1.413152	1.950950	0.492219	1.113382	-1.298078	1.966384	1.562557	1.033950	0.491596	1.925903	1.924477
-0.504340	-1.154528	-1.418247	-1.298550	-0.319782	-0.513215	-0.748058	-1.834939	-1.435580	-1.173929	-1.682981	-0.755272	-1.966212	-1.862041	1.816944	-0.491596	-1.458387	-1.834988	-1.966384	-0.678837	-0.687303
-1.191133	-0.813280	-0.593591	-0.600261	-1.238179	-1.151510	-1.005359	-0.033461	-0.552155	-0.422837	-0.148046	-1.006855	0.492424	0.413571	-0.137975	-0.491596	-0.555576	-0.033562	0.491596	-1.082001	-1.076017
